filename,partition,semantic_label,numeric_label
01630.jpg,train,Action,0
01631.jpg,train,Animation,1
01632.jpg,train,Documentary,2
01633.jpg,train,Action,0
01634.jpg,train,Romance,4
01635.jpg,train,Documentary,2
01636.jpg,train,Action,0
01637.jpg,train,Action,0
01638.jpg,train,Animation,1
01639.jpg,train,Action,0
01640.jpg,train,Action,0
01641.jpg,train,Horror,3
01642.jpg,train,Documentary,2
01643.jpg,train,Horror,3
01644.jpg,train,Documentary,2
01645.jpg,train,Romance,4
01646.jpg,train,Action,0
01647.jpg,train,Romance,4
01648.jpg,train,Romance,4
01649.jpg,train,Horror,3
01650.jpg,train,Documentary,2
01651.jpg,train,Action,0
01652.jpg,train,Horror,3
01653.jpg,train,Animation,1
01654.jpg,train,Romance,4
01655.jpg,train,Romance,4
01656.jpg,train,Action,0
01657.jpg,train,Documentary,2
01658.jpg,train,Animation,1
01659.jpg,train,Animation,1
01660.jpg,train,Action,0
01661.jpg,train,Horror,3
01662.jpg,train,Action,0
01663.jpg,train,Action,0
01664.jpg,train,Horror,3
01665.jpg,train,Action,0
01666.jpg,train,Horror,3
01667.jpg,train,Documentary,2
01668.jpg,train,Horror,3
01669.jpg,train,Documentary,2
01670.jpg,train,Documentary,2
01671.jpg,train,Horror,3
01672.jpg,train,Romance,4
01673.jpg,train,Horror,3
01674.jpg,train,Action,0
01675.jpg,train,Romance,4
01676.jpg,train,Documentary,2
01677.jpg,train,Romance,4
01678.jpg,train,Romance,4
01679.jpg,train,Horror,3
01680.jpg,train,Action,0
01681.jpg,train,Romance,4
01682.jpg,train,Romance,4
01683.jpg,train,Animation,1
01684.jpg,train,Romance,4
01685.jpg,train,Action,0
01686.jpg,train,Horror,3
01687.jpg,train,Action,0
01688.jpg,train,Action,0
01689.jpg,train,Romance,4
01690.jpg,train,Romance,4
01691.jpg,train,Romance,4
01692.jpg,train,Action,0
01693.jpg,train,Romance,4
01694.jpg,train,Romance,4
01695.jpg,train,Action,0
01696.jpg,train,Horror,3
01697.jpg,train,Animation,1
01698.jpg,train,Action,0
01699.jpg,train,Horror,3
01700.jpg,train,Romance,4
01701.jpg,train,Animation,1
01702.jpg,train,Action,0
01703.jpg,train,Romance,4
01704.jpg,train,Horror,3
01705.jpg,train,Documentary,2
01706.jpg,train,Action,0
01707.jpg,train,Horror,3
01708.jpg,train,Romance,4
01709.jpg,train,Action,0
01710.jpg,train,Horror,3
01711.jpg,train,Documentary,2
01712.jpg,train,Animation,1
01713.jpg,train,Documentary,2
01714.jpg,train,Horror,3
01715.jpg,train,Documentary,2
01716.jpg,train,Animation,1
01717.jpg,train,Romance,4
01718.jpg,train,Documentary,2
01719.jpg,train,Animation,1
01720.jpg,train,Documentary,2
01721.jpg,train,Animation,1
01722.jpg,train,Documentary,2
01723.jpg,train,Romance,4
01724.jpg,train,Action,0
01725.jpg,train,Animation,1
01726.jpg,train,Horror,3
01727.jpg,train,Action,0
01728.jpg,train,Animation,1
01729.jpg,train,Horror,3
01730.jpg,train,Documentary,2
01731.jpg,train,Action,0
01732.jpg,train,Action,0
01733.jpg,train,Animation,1
01734.jpg,train,Romance,4
01735.jpg,train,Action,0
01736.jpg,train,Documentary,2
01737.jpg,train,Animation,1
01738.jpg,train,Documentary,2
01739.jpg,train,Horror,3
01740.jpg,train,Romance,4
01741.jpg,train,Documentary,2
01742.jpg,train,Romance,4
01743.jpg,train,Horror,3
01744.jpg,train,Documentary,2
01745.jpg,train,Horror,3
01746.jpg,train,Documentary,2
01747.jpg,train,Documentary,2
01748.jpg,train,Horror,3
01749.jpg,train,Romance,4
01750.jpg,train,Romance,4
01751.jpg,train,Documentary,2
01752.jpg,train,Horror,3
01753.jpg,train,Animation,1
01754.jpg,train,Documentary,2
01755.jpg,train,Action,0
01756.jpg,train,Animation,1
01757.jpg,train,Action,0
01758.jpg,train,Romance,4
01759.jpg,train,Romance,4
01760.jpg,train,Action,0
01761.jpg,train,Action,0
01762.jpg,train,Animation,1
01763.jpg,train,Romance,4
01764.jpg,train,Horror,3
01765.jpg,train,Horror,3
01766.jpg,train,Documentary,2
01767.jpg,train,Romance,4
01768.jpg,train,Romance,4
01769.jpg,train,Romance,4
01770.jpg,train,Documentary,2
01771.jpg,train,Animation,1
01772.jpg,train,Horror,3
01773.jpg,train,Animation,1
01774.jpg,train,Documentary,2
01775.jpg,train,Documentary,2
01776.jpg,train,Romance,4
01777.jpg,train,Romance,4
01778.jpg,train,Action,0
01779.jpg,train,Animation,1
01780.jpg,train,Romance,4
01781.jpg,train,Action,0
01782.jpg,train,Documentary,2
01783.jpg,train,Horror,3
01784.jpg,train,Animation,1
01785.jpg,train,Horror,3
01786.jpg,train,Action,0
01787.jpg,train,Action,0
01788.jpg,train,Romance,4
01789.jpg,train,Horror,3
01790.jpg,train,Documentary,2
01791.jpg,train,Romance,4
01792.jpg,train,Horror,3
01793.jpg,train,Romance,4
01794.jpg,train,Action,0
01795.jpg,train,Romance,4
01796.jpg,train,Documentary,2
01797.jpg,train,Romance,4
01798.jpg,train,Documentary,2
01799.jpg,train,Action,0
01800.jpg,train,Romance,4
01801.jpg,train,Documentary,2
01802.jpg,train,Romance,4
01803.jpg,train,Documentary,2
01804.jpg,train,Romance,4
01805.jpg,train,Animation,1
01806.jpg,train,Romance,4
01807.jpg,train,Horror,3
01808.jpg,train,Documentary,2
01809.jpg,train,Documentary,2
01810.jpg,train,Animation,1
01811.jpg,train,Documentary,2
01812.jpg,train,Romance,4
01813.jpg,train,Action,0
01814.jpg,train,Animation,1
01815.jpg,train,Horror,3
01816.jpg,train,Romance,4
01817.jpg,train,Documentary,2
01818.jpg,train,Romance,4
01819.jpg,train,Horror,3
01820.jpg,train,Romance,4
01821.jpg,train,Romance,4
01822.jpg,train,Documentary,2
01823.jpg,train,Horror,3
01824.jpg,train,Animation,1
01825.jpg,train,Action,0
01826.jpg,train,Action,0
01827.jpg,train,Action,0
01828.jpg,train,Documentary,2
01829.jpg,train,Romance,4
01830.jpg,train,Documentary,2
01831.jpg,train,Romance,4
01832.jpg,train,Documentary,2
01833.jpg,train,Action,0
01834.jpg,train,Animation,1
01835.jpg,train,Romance,4
01836.jpg,train,Animation,1
01837.jpg,train,Action,0
01838.jpg,train,Action,0
01839.jpg,train,Action,0
01840.jpg,train,Action,0
01841.jpg,train,Action,0
01842.jpg,train,Action,0
01843.jpg,train,Documentary,2
01844.jpg,train,Documentary,2
01845.jpg,train,Documentary,2
01846.jpg,train,Animation,1
01847.jpg,train,Action,0
01848.jpg,train,Action,0
01849.jpg,train,Animation,1
01850.jpg,train,Horror,3
01851.jpg,train,Animation,1
01852.jpg,train,Romance,4
01853.jpg,train,Documentary,2
01854.jpg,train,Documentary,2
01855.jpg,train,Action,0
01856.jpg,train,Animation,1
01857.jpg,train,Romance,4
01858.jpg,train,Action,0
01859.jpg,train,Documentary,2
01860.jpg,train,Action,0
01861.jpg,train,Animation,1
01862.jpg,train,Action,0
01863.jpg,train,Horror,3
01864.jpg,train,Animation,1
01865.jpg,train,Documentary,2
01866.jpg,train,Animation,1
01867.jpg,train,Romance,4
01868.jpg,train,Horror,3
01869.jpg,train,Documentary,2
01870.jpg,train,Action,0
01871.jpg,train,Romance,4
01872.jpg,train,Animation,1
01873.jpg,train,Horror,3
01874.jpg,train,Documentary,2
01875.jpg,train,Romance,4
01876.jpg,train,Documentary,2
01877.jpg,train,Horror,3
01878.jpg,train,Action,0
01879.jpg,train,Animation,1
01880.jpg,train,Horror,3
01881.jpg,train,Animation,1
01882.jpg,train,Romance,4
01883.jpg,train,Documentary,2
01884.jpg,train,Romance,4
01885.jpg,train,Documentary,2
01886.jpg,train,Horror,3
01887.jpg,train,Horror,3
01888.jpg,train,Horror,3
01889.jpg,train,Horror,3
01890.jpg,train,Romance,4
01891.jpg,train,Horror,3
01892.jpg,train,Horror,3
01893.jpg,train,Animation,1
01894.jpg,train,Action,0
01895.jpg,train,Animation,1
01896.jpg,train,Romance,4
01897.jpg,train,Romance,4
01898.jpg,train,Animation,1
01899.jpg,train,Action,0
01900.jpg,train,Horror,3
01901.jpg,train,Romance,4
01902.jpg,train,Action,0
01903.jpg,train,Action,0
01904.jpg,train,Action,0
01905.jpg,train,Romance,4
01906.jpg,train,Romance,4
01907.jpg,train,Horror,3
01908.jpg,train,Action,0
01909.jpg,train,Action,0
01910.jpg,train,Horror,3
01911.jpg,train,Action,0
01912.jpg,train,Action,0
01913.jpg,train,Romance,4
01914.jpg,train,Documentary,2
01915.jpg,train,Animation,1
01916.jpg,train,Action,0
01917.jpg,train,Animation,1
01918.jpg,train,Romance,4
01919.jpg,train,Horror,3
01920.jpg,train,Action,0
01921.jpg,train,Romance,4
01922.jpg,train,Animation,1
01923.jpg,train,Action,0
01924.jpg,train,Horror,3
01925.jpg,train,Documentary,2
01926.jpg,train,Action,0
01927.jpg,train,Action,0
01928.jpg,train,Horror,3
01929.jpg,train,Horror,3
01930.jpg,train,Horror,3
01931.jpg,train,Horror,3
01932.jpg,train,Action,0
01933.jpg,train,Action,0
01934.jpg,train,Documentary,2
01935.jpg,train,Romance,4
01936.jpg,train,Documentary,2
01937.jpg,train,Action,0
01938.jpg,train,Animation,1
01939.jpg,train,Animation,1
01940.jpg,train,Documentary,2
01941.jpg,train,Action,0
01942.jpg,train,Animation,1
01943.jpg,train,Action,0
01944.jpg,train,Action,0
01945.jpg,train,Romance,4
01946.jpg,train,Romance,4
01947.jpg,train,Documentary,2
01948.jpg,train,Animation,1
01949.jpg,train,Horror,3
01950.jpg,train,Documentary,2
01951.jpg,train,Action,0
01952.jpg,train,Horror,3
01953.jpg,train,Documentary,2
01954.jpg,train,Horror,3
01955.jpg,train,Animation,1
01956.jpg,train,Action,0
01957.jpg,train,Romance,4
01958.jpg,train,Action,0
01959.jpg,train,Romance,4
01960.jpg,train,Horror,3
01961.jpg,train,Horror,3
01962.jpg,train,Animation,1
01963.jpg,train,Action,0
01964.jpg,train,Animation,1
01965.jpg,train,Romance,4
01966.jpg,train,Horror,3
01967.jpg,train,Documentary,2
01968.jpg,train,Horror,3
01969.jpg,train,Animation,1
01970.jpg,train,Action,0
01971.jpg,train,Romance,4
01972.jpg,train,Horror,3
01973.jpg,train,Animation,1
01974.jpg,train,Action,0
01975.jpg,train,Romance,4
01976.jpg,train,Horror,3
01977.jpg,train,Documentary,2
01978.jpg,train,Romance,4
01979.jpg,train,Animation,1
01980.jpg,train,Animation,1
01981.jpg,train,Horror,3
01982.jpg,train,Animation,1
01983.jpg,train,Action,0
01984.jpg,train,Animation,1
01985.jpg,train,Documentary,2
01986.jpg,train,Romance,4
01987.jpg,train,Documentary,2
01988.jpg,train,Animation,1
01989.jpg,train,Horror,3
01990.jpg,train,Action,0
01991.jpg,train,Horror,3
01992.jpg,train,Action,0
01993.jpg,train,Action,0
01994.jpg,train,Documentary,2
01995.jpg,train,Animation,1
01996.jpg,train,Action,0
01997.jpg,train,Documentary,2
01998.jpg,train,Horror,3
01999.jpg,train,Action,0
02000.jpg,train,Documentary,2
02001.jpg,train,Documentary,2
02002.jpg,train,Horror,3
02003.jpg,train,Animation,1
02004.jpg,train,Romance,4
02005.jpg,train,Horror,3
02006.jpg,train,Documentary,2
02007.jpg,train,Horror,3
02008.jpg,train,Action,0
02009.jpg,train,Romance,4
02010.jpg,train,Action,0
02011.jpg,train,Documentary,2
02012.jpg,train,Animation,1
02013.jpg,train,Horror,3
02014.jpg,train,Romance,4
02015.jpg,train,Action,0
02016.jpg,train,Action,0
02017.jpg,train,Animation,1
02018.jpg,train,Documentary,2
02019.jpg,train,Action,0
02020.jpg,train,Animation,1
02021.jpg,train,Documentary,2
02022.jpg,train,Romance,4
02023.jpg,train,Romance,4
02024.jpg,train,Animation,1
02025.jpg,train,Action,0
02026.jpg,train,Animation,1
02027.jpg,train,Horror,3
02028.jpg,train,Horror,3
02029.jpg,train,Romance,4
02030.jpg,train,Horror,3
02031.jpg,train,Documentary,2
02032.jpg,train,Romance,4
02033.jpg,train,Documentary,2
02034.jpg,train,Documentary,2
02035.jpg,train,Horror,3
02036.jpg,train,Action,0
02037.jpg,train,Animation,1
02038.jpg,train,Documentary,2
02039.jpg,train,Documentary,2
02040.jpg,train,Documentary,2
02041.jpg,train,Documentary,2
02042.jpg,train,Horror,3
02043.jpg,train,Horror,3
02044.jpg,train,Animation,1
02045.jpg,train,Romance,4
02046.jpg,train,Action,0
02047.jpg,train,Animation,1
02048.jpg,train,Animation,1
02049.jpg,train,Romance,4
02050.jpg,train,Documentary,2
02051.jpg,train,Romance,4
02052.jpg,train,Romance,4
02053.jpg,train,Action,0
02054.jpg,train,Horror,3
02055.jpg,train,Documentary,2
02056.jpg,train,Romance,4
02057.jpg,train,Romance,4
02058.jpg,train,Documentary,2
02059.jpg,train,Animation,1
02060.jpg,train,Animation,1
02061.jpg,train,Action,0
02062.jpg,train,Documentary,2
02063.jpg,train,Documentary,2
02064.jpg,train,Romance,4
02065.jpg,train,Animation,1
02066.jpg,train,Romance,4
02067.jpg,train,Romance,4
02068.jpg,train,Animation,1
02069.jpg,train,Documentary,2
02070.jpg,train,Animation,1
02071.jpg,train,Horror,3
02072.jpg,train,Horror,3
02073.jpg,train,Romance,4
02074.jpg,train,Action,0
02075.jpg,train,Animation,1
02076.jpg,train,Action,0
02077.jpg,train,Animation,1
02078.jpg,train,Documentary,2
02079.jpg,train,Documentary,2
02080.jpg,train,Romance,4
02081.jpg,train,Romance,4
02082.jpg,train,Horror,3
02083.jpg,train,Horror,3
02084.jpg,train,Action,0
02085.jpg,train,Action,0
02086.jpg,train,Horror,3
02087.jpg,train,Romance,4
02088.jpg,train,Action,0
02089.jpg,train,Romance,4
02090.jpg,train,Horror,3
02091.jpg,train,Animation,1
02092.jpg,train,Horror,3
02093.jpg,train,Romance,4
02094.jpg,train,Horror,3
02095.jpg,train,Action,0
02096.jpg,train,Documentary,2
02097.jpg,train,Animation,1
02098.jpg,train,Animation,1
02099.jpg,train,Documentary,2
02100.jpg,train,Documentary,2
02101.jpg,train,Animation,1
02102.jpg,train,Horror,3
02103.jpg,train,Documentary,2
02104.jpg,train,Action,0
02105.jpg,train,Horror,3
02106.jpg,train,Animation,1
02107.jpg,train,Animation,1
02108.jpg,train,Animation,1
02109.jpg,train,Action,0
02110.jpg,train,Action,0
02111.jpg,train,Action,0
02112.jpg,train,Animation,1
02113.jpg,train,Animation,1
02114.jpg,train,Documentary,2
02115.jpg,train,Animation,1
02116.jpg,train,Action,0
02117.jpg,train,Action,0
02118.jpg,train,Documentary,2
02119.jpg,train,Romance,4
02120.jpg,train,Documentary,2
02121.jpg,train,Animation,1
02122.jpg,train,Documentary,2
02123.jpg,train,Romance,4
02124.jpg,train,Animation,1
02125.jpg,train,Documentary,2
02126.jpg,train,Romance,4
02127.jpg,train,Action,0
02128.jpg,train,Animation,1
02129.jpg,train,Animation,1
02130.jpg,train,Documentary,2
02131.jpg,train,Animation,1
02132.jpg,train,Action,0
02133.jpg,train,Action,0
02134.jpg,train,Romance,4
02135.jpg,train,Romance,4
02136.jpg,train,Romance,4
02137.jpg,train,Horror,3
02138.jpg,train,Animation,1
02139.jpg,train,Romance,4
02140.jpg,train,Romance,4
02141.jpg,train,Romance,4
02142.jpg,train,Action,0
02143.jpg,train,Romance,4
02144.jpg,train,Documentary,2
02145.jpg,train,Romance,4
02146.jpg,train,Romance,4
02147.jpg,train,Animation,1
02148.jpg,train,Action,0
02149.jpg,train,Horror,3
02150.jpg,train,Animation,1
02151.jpg,train,Horror,3
02152.jpg,train,Documentary,2
02153.jpg,train,Animation,1
02154.jpg,train,Horror,3
02155.jpg,train,Romance,4
02156.jpg,train,Animation,1
02157.jpg,train,Horror,3
02158.jpg,train,Horror,3
02159.jpg,train,Romance,4
02160.jpg,train,Romance,4
02161.jpg,train,Animation,1
02162.jpg,train,Animation,1
02163.jpg,train,Documentary,2
02164.jpg,train,Documentary,2
02165.jpg,train,Documentary,2
02166.jpg,train,Animation,1
02167.jpg,train,Documentary,2
02168.jpg,train,Romance,4
02169.jpg,train,Animation,1
02170.jpg,train,Romance,4
02171.jpg,train,Action,0
02172.jpg,train,Horror,3
02173.jpg,train,Action,0
02174.jpg,train,Documentary,2
02175.jpg,train,Romance,4
02176.jpg,train,Documentary,2
02177.jpg,train,Documentary,2
02178.jpg,train,Horror,3
02179.jpg,train,Romance,4
02180.jpg,train,Romance,4
02181.jpg,train,Animation,1
02182.jpg,train,Horror,3
02183.jpg,train,Romance,4
02184.jpg,train,Action,0
02185.jpg,train,Horror,3
02186.jpg,train,Documentary,2
02187.jpg,train,Animation,1
02188.jpg,train,Horror,3
02189.jpg,train,Documentary,2
02190.jpg,train,Horror,3
02191.jpg,train,Animation,1
02192.jpg,train,Action,0
02193.jpg,train,Documentary,2
02194.jpg,train,Romance,4
02195.jpg,train,Romance,4
02196.jpg,train,Animation,1
02197.jpg,train,Romance,4
02198.jpg,train,Horror,3
02199.jpg,train,Horror,3
02200.jpg,train,Action,0
02201.jpg,train,Horror,3
02202.jpg,train,Animation,1
02203.jpg,train,Animation,1
02204.jpg,train,Documentary,2
02205.jpg,train,Animation,1
02206.jpg,train,Action,0
02207.jpg,train,Horror,3
02208.jpg,train,Animation,1
02209.jpg,train,Horror,3
02210.jpg,train,Horror,3
02211.jpg,train,Action,0
02212.jpg,train,Documentary,2
02213.jpg,train,Animation,1
02214.jpg,train,Action,0
02215.jpg,train,Action,0
02216.jpg,train,Horror,3
02217.jpg,train,Documentary,2
02218.jpg,train,Animation,1
02219.jpg,train,Romance,4
02220.jpg,train,Documentary,2
02221.jpg,train,Romance,4
02222.jpg,train,Animation,1
02223.jpg,train,Horror,3
02224.jpg,train,Documentary,2
02225.jpg,train,Documentary,2
02226.jpg,train,Action,0
02227.jpg,train,Animation,1
02228.jpg,train,Romance,4
02229.jpg,train,Action,0
02230.jpg,train,Romance,4
02231.jpg,train,Action,0
02232.jpg,train,Action,0
02233.jpg,train,Action,0
02234.jpg,train,Horror,3
02235.jpg,train,Romance,4
02236.jpg,train,Animation,1
02237.jpg,train,Action,0
02238.jpg,train,Horror,3
02239.jpg,train,Romance,4
02240.jpg,train,Action,0
02241.jpg,train,Animation,1
02242.jpg,train,Documentary,2
02243.jpg,train,Action,0
02244.jpg,train,Action,0
02245.jpg,train,Action,0
02246.jpg,train,Romance,4
02247.jpg,train,Animation,1
02248.jpg,train,Documentary,2
02249.jpg,train,Horror,3
02250.jpg,train,Horror,3
02251.jpg,train,Horror,3
02252.jpg,train,Romance,4
02253.jpg,train,Animation,1
02254.jpg,train,Horror,3
02255.jpg,train,Action,0
02256.jpg,train,Romance,4
02257.jpg,train,Documentary,2
02258.jpg,train,Documentary,2
02259.jpg,train,Horror,3
02260.jpg,train,Horror,3
02261.jpg,train,Romance,4
02262.jpg,train,Action,0
02263.jpg,train,Documentary,2
02264.jpg,train,Horror,3
02265.jpg,train,Romance,4
02266.jpg,train,Animation,1
02267.jpg,train,Action,0
02268.jpg,train,Horror,3
02269.jpg,train,Animation,1
02270.jpg,train,Animation,1
02271.jpg,train,Horror,3
02272.jpg,train,Romance,4
02273.jpg,train,Animation,1
02274.jpg,train,Animation,1
02275.jpg,train,Animation,1
02276.jpg,train,Romance,4
02277.jpg,train,Documentary,2
02278.jpg,train,Animation,1
02279.jpg,train,Horror,3
02280.jpg,train,Action,0
02281.jpg,train,Romance,4
02282.jpg,train,Romance,4
02283.jpg,train,Animation,1
02284.jpg,train,Horror,3
02285.jpg,train,Romance,4
02286.jpg,train,Horror,3
02287.jpg,train,Animation,1
02288.jpg,train,Animation,1
02289.jpg,train,Romance,4
02290.jpg,train,Horror,3
02291.jpg,train,Horror,3
02292.jpg,train,Animation,1
02293.jpg,train,Horror,3
02294.jpg,train,Documentary,2
02295.jpg,train,Action,0
02296.jpg,train,Horror,3
02297.jpg,train,Romance,4
02298.jpg,train,Documentary,2
02299.jpg,train,Romance,4
02300.jpg,train,Animation,1
02301.jpg,train,Action,0
02302.jpg,train,Romance,4
02303.jpg,train,Documentary,2
02304.jpg,train,Horror,3
02305.jpg,train,Documentary,2
02306.jpg,train,Horror,3
02307.jpg,train,Romance,4
02308.jpg,train,Action,0
02309.jpg,train,Animation,1
02310.jpg,train,Horror,3
02311.jpg,train,Animation,1
02312.jpg,train,Documentary,2
02313.jpg,train,Animation,1
02314.jpg,train,Horror,3
02315.jpg,train,Horror,3
02316.jpg,train,Horror,3
02317.jpg,train,Animation,1
02318.jpg,train,Horror,3
02319.jpg,train,Animation,1
02320.jpg,train,Action,0
02321.jpg,train,Action,0
02322.jpg,train,Romance,4
02323.jpg,train,Romance,4
02324.jpg,train,Horror,3
02325.jpg,train,Animation,1
02326.jpg,train,Action,0
02327.jpg,train,Action,0
02328.jpg,train,Romance,4
02329.jpg,train,Action,0
02330.jpg,train,Romance,4
02331.jpg,train,Action,0
02332.jpg,train,Action,0
02333.jpg,train,Animation,1
02334.jpg,train,Documentary,2
02335.jpg,train,Horror,3
02336.jpg,train,Documentary,2
02337.jpg,train,Action,0
02338.jpg,train,Animation,1
02339.jpg,train,Action,0
02340.jpg,train,Romance,4
02341.jpg,train,Documentary,2
02342.jpg,train,Action,0
02343.jpg,train,Romance,4
02344.jpg,train,Action,0
02345.jpg,train,Documentary,2
02346.jpg,train,Romance,4
02347.jpg,train,Romance,4
02348.jpg,train,Documentary,2
02349.jpg,train,Documentary,2
02350.jpg,train,Action,0
02351.jpg,train,Animation,1
02352.jpg,train,Documentary,2
02353.jpg,train,Documentary,2
02354.jpg,train,Animation,1
02355.jpg,train,Documentary,2
02356.jpg,train,Animation,1
02357.jpg,train,Documentary,2
02358.jpg,train,Animation,1
02359.jpg,train,Horror,3
02360.jpg,train,Romance,4
02361.jpg,train,Action,0
02362.jpg,train,Animation,1
02363.jpg,train,Action,0
02364.jpg,train,Romance,4
02365.jpg,train,Animation,1
02366.jpg,train,Horror,3
02367.jpg,train,Romance,4
02368.jpg,train,Romance,4
02369.jpg,train,Horror,3
02370.jpg,train,Action,0
02371.jpg,train,Documentary,2
02372.jpg,train,Animation,1
02373.jpg,train,Documentary,2
02374.jpg,train,Animation,1
02375.jpg,train,Animation,1
02376.jpg,train,Animation,1
02377.jpg,train,Horror,3
02378.jpg,train,Animation,1
02379.jpg,train,Action,0
02380.jpg,train,Horror,3
02381.jpg,train,Animation,1
02382.jpg,train,Horror,3
02383.jpg,train,Documentary,2
02384.jpg,train,Animation,1
02385.jpg,train,Action,0
02386.jpg,train,Action,0
02387.jpg,train,Romance,4
02388.jpg,train,Animation,1
02389.jpg,train,Action,0
02390.jpg,train,Horror,3
02391.jpg,train,Action,0
02392.jpg,train,Horror,3
02393.jpg,train,Horror,3
02394.jpg,train,Animation,1
02395.jpg,train,Animation,1
02396.jpg,train,Horror,3
02397.jpg,train,Action,0
02398.jpg,train,Documentary,2
02399.jpg,train,Horror,3
02400.jpg,train,Documentary,2
02401.jpg,train,Animation,1
02402.jpg,train,Animation,1
02403.jpg,train,Action,0
02404.jpg,train,Action,0
02405.jpg,train,Horror,3
02406.jpg,train,Horror,3
02407.jpg,train,Action,0
02408.jpg,train,Action,0
02409.jpg,train,Horror,3
02410.jpg,train,Documentary,2
02411.jpg,train,Documentary,2
02412.jpg,train,Animation,1
02413.jpg,train,Action,0
02414.jpg,train,Documentary,2
02415.jpg,train,Action,0
02416.jpg,train,Action,0
02417.jpg,train,Animation,1
02418.jpg,train,Horror,3
02419.jpg,train,Documentary,2
02420.jpg,train,Documentary,2
02421.jpg,train,Romance,4
02422.jpg,train,Horror,3
02423.jpg,train,Animation,1
02424.jpg,train,Horror,3
02425.jpg,train,Animation,1
02426.jpg,train,Documentary,2
02427.jpg,train,Action,0
02428.jpg,train,Romance,4
02429.jpg,train,Documentary,2
02430.jpg,train,Horror,3
02431.jpg,train,Documentary,2
02432.jpg,train,Horror,3
02433.jpg,train,Horror,3
02434.jpg,train,Horror,3
02435.jpg,train,Horror,3
02436.jpg,train,Romance,4
02437.jpg,train,Animation,1
02438.jpg,train,Action,0
02439.jpg,train,Documentary,2
02440.jpg,train,Documentary,2
02441.jpg,train,Romance,4
02442.jpg,train,Documentary,2
02443.jpg,train,Horror,3
02444.jpg,train,Action,0
02445.jpg,train,Documentary,2
02446.jpg,train,Documentary,2
02447.jpg,train,Horror,3
02448.jpg,train,Romance,4
02449.jpg,train,Romance,4
02450.jpg,train,Horror,3
02451.jpg,train,Romance,4
02452.jpg,train,Action,0
02453.jpg,train,Romance,4
02454.jpg,train,Horror,3
02455.jpg,train,Animation,1
02456.jpg,train,Documentary,2
02457.jpg,train,Action,0
02458.jpg,train,Horror,3
02459.jpg,train,Animation,1
02460.jpg,train,Action,0
02461.jpg,train,Documentary,2
02462.jpg,train,Animation,1
02463.jpg,train,Documentary,2
02464.jpg,train,Horror,3
02465.jpg,train,Documentary,2
02466.jpg,train,Action,0
02467.jpg,train,Animation,1
02468.jpg,train,Animation,1
02469.jpg,train,Animation,1
02470.jpg,train,Romance,4
02471.jpg,train,Horror,3
02472.jpg,train,Documentary,2
02473.jpg,train,Animation,1
02474.jpg,train,Documentary,2
02475.jpg,train,Romance,4
02476.jpg,train,Animation,1
02477.jpg,train,Action,0
02478.jpg,train,Horror,3
02479.jpg,train,Documentary,2
02480.jpg,train,Documentary,2
02481.jpg,train,Animation,1
02482.jpg,train,Animation,1
02483.jpg,train,Animation,1
02484.jpg,train,Documentary,2
02485.jpg,train,Documentary,2
02486.jpg,train,Horror,3
02487.jpg,train,Horror,3
02488.jpg,train,Romance,4
02489.jpg,train,Animation,1
02490.jpg,train,Action,0
02491.jpg,train,Romance,4
02492.jpg,train,Romance,4
02493.jpg,train,Documentary,2
02494.jpg,train,Animation,1
02495.jpg,train,Documentary,2
02496.jpg,train,Animation,1
02497.jpg,train,Animation,1
02498.jpg,train,Action,0
02499.jpg,train,Action,0
02500.jpg,train,Documentary,2
02501.jpg,train,Animation,1
02502.jpg,train,Animation,1
02503.jpg,train,Romance,4
02504.jpg,train,Horror,3
02505.jpg,train,Documentary,2
02506.jpg,train,Documentary,2
02507.jpg,train,Romance,4
02508.jpg,train,Action,0
02509.jpg,train,Animation,1
02510.jpg,train,Action,0
02511.jpg,train,Romance,4
02512.jpg,train,Documentary,2
02513.jpg,train,Romance,4
02514.jpg,train,Animation,1
02515.jpg,train,Romance,4
02516.jpg,train,Horror,3
02517.jpg,train,Horror,3
02518.jpg,train,Horror,3
02519.jpg,train,Action,0
02520.jpg,train,Animation,1
02521.jpg,train,Action,0
02522.jpg,train,Documentary,2
02523.jpg,train,Action,0
02524.jpg,train,Horror,3
02525.jpg,train,Horror,3
02526.jpg,train,Horror,3
02527.jpg,train,Action,0
02528.jpg,train,Horror,3
02529.jpg,train,Action,0
02530.jpg,train,Romance,4
02531.jpg,train,Documentary,2
02532.jpg,train,Romance,4
02533.jpg,train,Action,0
02534.jpg,train,Documentary,2
02535.jpg,train,Horror,3
02536.jpg,train,Horror,3
02537.jpg,train,Documentary,2
02538.jpg,train,Animation,1
02539.jpg,train,Romance,4
02540.jpg,train,Documentary,2
02541.jpg,train,Animation,1
02542.jpg,train,Animation,1
02543.jpg,train,Animation,1
02544.jpg,train,Horror,3
02545.jpg,train,Animation,1
02546.jpg,train,Romance,4
02547.jpg,train,Horror,3
02548.jpg,train,Action,0
02549.jpg,train,Horror,3
02550.jpg,train,Documentary,2
02551.jpg,train,Horror,3
02552.jpg,train,Documentary,2
02553.jpg,train,Romance,4
02554.jpg,train,Romance,4
02555.jpg,train,Animation,1
02556.jpg,train,Romance,4
02557.jpg,train,Animation,1
02558.jpg,train,Action,0
02559.jpg,train,Documentary,2
02560.jpg,train,Horror,3
02561.jpg,train,Documentary,2
